title,Drama,Comedy,Thriller,Action,Romance,Adventure,Crime,Science Fiction,Horror,Family,Fantasy,Mystery,Animation,History,Music,War,Documentary,Western,Foreign,TV Movie
Joe Dirt,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Double Impact,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Hot Fuzz,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Women,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vicky Cristina Barcelona,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arn: The Knight Templar,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Boys and Girls,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
White Oleander,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jennifer's Body,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Drowning Mona,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Radio Days,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Remember Me,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
How to Deal,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
My Stepmother is an Alien,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Philadelphia,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Thirteenth Floor,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
The Cookout,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meteor,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Duets,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Hollywood Ending,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Detroit Rock City,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Highlander,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Things We Lost in the Fire,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Steel,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Immigrant,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The White Countess,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Trance,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Soul Plane,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Welcome to the Sticks,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Enter the Void,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Vamps,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Hachi: A Dog's Tale,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Zulu,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Homesman,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Juwanna Mann,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ararat,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Madison,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slow Burn,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Wasabi,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slither,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Beverly Hills Cop,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Home Alone,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Three Men and a Baby,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Tootsie,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Top Gun,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Crouching Tiger, Hidden Dragon",1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
American Beauty,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The King's Speech,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Twins,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Yellow Handkerchief,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Color Purple,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tidal Wave,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Imitation Game,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Private Benjamin,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coal Miner's Daughter,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Diary of a Wimpy Kid,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Mama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
National Lampoon's Vacation,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bad Grandpa,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Queen,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beetlejuice,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Why Did I Get Married?,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Little Women,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Woman in Black,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
When a Stranger Calls,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Big Fat Liar,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The Deer Hunter,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Wag the Dog,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Lizzie McGuire Movie,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Snitch,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Krampus,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
The Faculty,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
What's Love Got to Do with It,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Cop Land,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Not Another Teen Movie,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
End of Watch,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Skulls,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Theory of Everything,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Malibu's Most Wanted,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Where the Heart Is,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lawrence of Arabia,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Halloween II,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Wild,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Last House on the Left,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
The Wedding Date,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Halloween: Resurrection,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Princess Bride,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
The Great Debaters,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Drive,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Confessions of a Teenage Drama Queen,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Object of My Affection,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28 Weeks Later,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
When the Game Stands Tall,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Because of Winn-Dixie,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Love & Basketball,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grosse Pointe Blank,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
All About Steve,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Book of Shadows: Blair Witch 2,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
The Craft,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Match Point,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Ramona and Beezus,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The Remains of the Day,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Boogie Nights,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nowhere to Run,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Flicka,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Hills Have Eyes 2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Urban Legends: Final Cut,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Tuck Everlasting,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
The Marine,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Keanu,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Country Strong,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Disturbing Behavior,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
The Place Beyond the Pines,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The November Man,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Eye of the Beholder,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
The Hurt Locker,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Firestarter,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Killing Them Softly,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
A Most Wanted Man,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Freddy Got Fingered,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VeggieTales: The Pirates Who Don't Do Anything,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0
U2 3D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Highlander: Endgame,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Idlewild,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
One Day,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Whip It,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Knockaround Guys,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Confidence,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Muse,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
De-Lovely,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
New York Stories,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Barney's Great Adventure,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The Man with the Iron Fists,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Home Fries,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Here On Earth,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brazil,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Raise Your Voice,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Big Lebowski,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Black Snake Moan,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dark Blue,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
A Mighty Heart,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Whatever It Takes,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Boat Trip,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Importance of Being Earnest,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
The Love Letter,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Hoot,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
In Bruges,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Peeples,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Rocker,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Post Grad,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Promised Land,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Whatever Works,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The In Crowd,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Three Burials of Melquiades Estrada,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0
Jakob the Liar,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Kiss Kiss Bang Bang,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Idle Hands,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Mulholland Drive,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Blood and Chocolate,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
You Will Meet a Tall Dark Stranger,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Never Let Me Go,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Company,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Transsiberian,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
The Clan of the Cave Bear,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crazy in Alabama,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Funny Games,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Listening,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Felicia's Journey,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Metropolis,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
District B13,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Things to Do in Denver When You're Dead,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Assassin,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Buffalo Soldiers,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
The Return,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Ong Bak 2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Centurion,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Silent Trigger,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Midnight Meat Train,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
Winnie Mandela,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Son of No One,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
All The Queen's Men,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
The Good Night,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Bathory: Countess of Blood,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Khumba,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Automata,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Dungeons & Dragons: Wrath of the Dragon God,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Chiamatemi Francesco - Il Papa della gente,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shinjuku Incident,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Pandaemonium,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Groundhog Day,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Magic Mike XXL,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Romeo + Juliet,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sarah's Key,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Freedom,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unforgiven,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Manderlay,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slumdog Millionaire,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fatal Attraction,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pretty Woman,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crocodile Dundee II,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Broken Horses,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Born on the Fourth of July,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Cool Runnings,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
My Bloody Valentine,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Stomp the Yard,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Spy Who Loved Me,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Urban Legend,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Good Deeds,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
White Fang,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Superstar,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The Iron Lady,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Jonah: A VeggieTales Movie,0,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0
Poetic Justice,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
All About the Benjamins,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vampire in Brooklyn,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Exorcist II: The Heretic,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
An American Haunting,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
My Boss's Daughter,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Perfect Getaway,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Our Family Wedding,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dead Man on Campus,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tea with Mussolini,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Thinner,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"New York, New York",1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Crooklyn,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I Think I Love My Wife,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jason X,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Bobby,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Head Over Heels,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fun Size,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Diving Bell and the Butterfly,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Little Children,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gossip,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
A Walk on the Moon,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Catch a Fire,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Soul Survivors,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Jefferson in Paris,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Easy Virtue,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Caravans,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mr. Turner,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Wild Grass,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amen.,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Reign of Assassins,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
The Lucky Ones,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Margaret,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stan Helsing,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Flipped,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brokeback Mountain,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clueless,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Far from Heaven,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hot Tub Time Machine 2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Quills,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Seven Psychopaths,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Caveman's Valentine,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Downfall,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
The Sea Inside,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Under the Skin,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Good Morning, Vietnam",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Last Godfather,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Justin Bieber: Never Say Never,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
Black Swan,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Godfather: Part II,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Save the Last Dance,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
A Nightmare on Elm Street 4: The Dream Master,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Miracles from Heaven,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dude, Where’s My Car?",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Young Guns,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
St. Vincent,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
About Last Night,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10 Things I Hate About You,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The New Guy,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
National Lampoon's Loaded Weapon 1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Shallows,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Butterfly Effect,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Snow Day,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
This Christmas,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Baby Geniuses,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
The Big Hit,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Harriet the Spy,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Child's Play 2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
No Good Deed,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Mist,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Ex Machina,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Being John Malkovich,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Two Can Play That Game,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Earth to Echo,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
